Название улицы,Длина,Начальные координаты,Конечные координаты
улица Юность,110.833,"(80.2374616, 50.3690413)","(80.2364795, 50.3698166)"
,93.201,"(80.2374616, 50.3690413)","(80.2365143, 50.3684604)"
,14.801,"(80.2346126, 50.3684465)","(80.2344528, 50.3683609)"
,8.559,"(80.2346126, 50.3684465)","(80.2347054, 50.3684957)"
,118.501,"(80.2346126, 50.3684465)","(80.2356767, 50.3676249)"
,20.897,"(80.2356767, 50.3676249)","(80.2359024, 50.3677457)"
,14.682,"(80.2356767, 50.3676249)","(80.2355175, 50.3675405)"
,118.501,"(80.2356767, 50.3676249)","(80.2346126, 50.3684465)"
,20.899,"(80.2339344, 50.3680847)","(80.2337152, 50.3679591)"
,17.204,"(80.2339344, 50.3680847)","(80.2341212, 50.3681834)"
,132.052,"(80.2339344, 50.3680847)","(80.2351816, 50.3673623)"
,34.126,"(80.2346551, 50.3669592)","(80.2343237, 50.3671817)"
,8.329,"(80.2346551, 50.3669592)","(80.2347376, 50.3669059)"
,37.909,"(80.2346551, 50.3669592)","(80.2342738, 50.3667203)"
,48.114,"(80.2329436, 50.3671074)","(80.2324209, 50.3668316)"
,29.386,"(80.2329436, 50.3671074)","(80.233262, 50.3672765)"
,93.526,"(80.2329436, 50.3671074)","(80.2337884, 50.3664616)"
,21.457,"(80.2338991, 50.366225)","(80.2336834, 50.3660897)"
,90.511,"(80.2338991, 50.366225)","(80.2344928, 50.3655606)"
,33.366,"(80.2338991, 50.366225)","(80.2337884, 50.3664616)"
,29.386,"(80.233262, 50.3672765)","(80.2329436, 50.3671074)"
,57.557,"(80.233262, 50.3672765)","(80.2338872, 50.3676065)"
,93.737,"(80.233262, 50.3672765)","(80.2341003, 50.3666248)"
,93.737,"(80.2341003, 50.3666248)","(80.233262, 50.3672765)"
,28.613,"(80.2341003, 50.3666248)","(80.2337884, 50.3664616)"
,9.306,"(80.2341003, 50.3666248)","(80.2341996, 50.3666795)"
,30.988,"(80.2351816, 50.3673623)","(80.2355175, 50.3675405)"
,118.291,"(80.2351816, 50.3673623)","(80.2341212, 50.3681834)"
,132.05200000000002,"(80.2351816, 50.3673623)","(80.2339344, 50.3680847)"
,17.204,"(80.2341212, 50.3681834)","(80.2339344, 50.3680847)"
,30.703,"(80.2341212, 50.3681834)","(80.2344528, 50.3683609)"
,118.291,"(80.2341212, 50.3681834)","(80.2351816, 50.3673623)"
,80.554,"(80.2077385, 50.3634595)","(80.2086076, 50.3639258)"
,156.192,"(80.2077385, 50.3634595)","(80.2060278, 50.3625751)"
,234.33,"(80.2077385, 50.3634595)","(80.2098335, 50.3618301)"
,236.002,"(80.2043698, 50.3615602)","(80.2064312, 50.3598943)"
,77.006,"(80.2043698, 50.3615602)","(80.203613, 50.3610637)"
,88.005,"(80.2043698, 50.3615602)","(80.2052607, 50.362111)"
,236.002,"(80.2064312, 50.3598943)","(80.2043698, 50.3615602)"
,77.006,"(80.203613, 50.3610637)","(80.2043698, 50.3615602)"
Восемнадцаатый переулок Юности,523.084,"(80.2158491, 50.3604426)","(80.211291, 50.3641405)"
,167.333,"(80.2086076, 50.3639258)","(80.2104668, 50.3648521)"
,80.554,"(80.2086076, 50.3639258)","(80.2077385, 50.3634595)"
,519.844,"(80.2086076, 50.3639258)","(80.2132182, 50.3602919)"
,519.844,"(80.2132182, 50.3602919)","(80.2086076, 50.3639258)"
,74.994,"(80.2052607, 50.362111)","(80.2060278, 50.3625751)"
,88.005,"(80.2052607, 50.362111)","(80.2043698, 50.3615602)"
,269.004,"(80.2052607, 50.362111)","(80.2074918, 50.3601567)"
,89.704,"(80.2060278, 50.3625751)","(80.2052344, 50.3632033)"
,156.192,"(80.2060278, 50.3625751)","(80.2077385, 50.3634595)"
,74.994,"(80.2060278, 50.3625751)","(80.2052607, 50.362111)"
,236.20600000000002,"(80.2060278, 50.3625751)","(80.2080906, 50.360909)"
Восемнадцаатый переулок Юности,98.381,"(80.2104668, 50.3648521)","(80.211291, 50.3641405)"
,167.333,"(80.2104668, 50.3648521)","(80.2086076, 50.3639258)"
,336.893,"(80.2104668, 50.3648521)","(80.2135372, 50.3669399)"
улица Туктабаева,73.21600000000001,"(80.2968516, 50.4658541)","(80.2976719, 50.4662392)"
улица Туктабаева,250.535,"(80.2968516, 50.4658541)","(80.2933495, 50.4655285)"
,87.653,"(80.2968516, 50.4658541)","(80.2978039, 50.4654462)"
Латифа Хамиди,154.097,"(80.3020335, 50.4627747)","(80.3042006, 50.4629067)"
Латифа Хамиди,1011.537,"(80.3020335, 50.4627747)","(80.2889017, 50.4597484)"
,141.163,"(80.3020335, 50.4627747)","(80.3022372, 50.4640313)"
,265.689,"(80.3022372, 50.4640313)","(80.2985915, 50.4634626)"
,141.163,"(80.3022372, 50.4640313)","(80.3020335, 50.4627747)"
,227.716,"(80.3022372, 50.4640313)","(80.3054013, 50.464396)"
,8.887,"(80.2976719, 50.4662392)","(80.297728, 50.4661677)"
улица Туктабаева,686.785,"(80.2976719, 50.4662392)","(80.3054013, 50.464396)"
улица Туктабаева,73.21600000000001,"(80.2976719, 50.4662392)","(80.2968516, 50.4658541)"
,25.147,"(80.2981297, 50.4655364)","(80.2978039, 50.4654462)"
,9.128,"(80.2981297, 50.4655364)","(80.2980982, 50.465616)"
,42.933,"(80.2981297, 50.4655364)","(80.2985278, 50.4652756)"
,25.147,"(80.2978039, 50.4654462)","(80.2981297, 50.4655364)"
,37.443,"(80.2978039, 50.4654462)","(80.2978021, 50.4651133)"
,87.65299999999999,"(80.2978039, 50.4654462)","(80.2968516, 50.4658541)"
,54.448,"(80.2978021, 50.4651133)","(80.2985278, 50.4652756)"
,37.443,"(80.2978021, 50.4651133)","(80.2978039, 50.4654462)"
,247.93600000000004,"(80.2978021, 50.4651133)","(80.2985915, 50.4634626)"
,54.448,"(80.2985278, 50.4652756)","(80.2978021, 50.4651133)"
,116.005,"(80.2985278, 50.4652756)","(80.2999628, 50.464871)"
,42.933,"(80.2985278, 50.4652756)","(80.2981297, 50.4655364)"
,170.94299999999998,"(80.290585, 50.4643369)","(80.2918309, 50.463211)"
,39.328,"(80.2918309, 50.463211)","(80.291634, 50.4628819)"
,170.943,"(80.2918309, 50.463211)","(80.290585, 50.4643369)"
,48.309,"(80.2918309, 50.463211)","(80.2923515, 50.4634916)"
,453.78600000000006,"(80.269374, 50.45096)","(80.2666503, 50.4491516)"
,8.887,"(80.297728, 50.4661677)","(80.2976719, 50.4662392)"
,362.1669999999999,"(80.297728, 50.4661677)","(80.298726, 50.4662273)"
,66.80699999999999,"(80.297728, 50.4661677)","(80.2980982, 50.465616)"
,362.16700000000003,"(80.298726, 50.4662273)","(80.297728, 50.4661677)"
,9.128,"(80.2980982, 50.465616)","(80.2981297, 50.4655364)"
,72.323,"(80.2980982, 50.465616)","(80.2990472, 50.4658571)"
,66.80699999999999,"(80.2980982, 50.465616)","(80.297728, 50.4661677)"
,72.323,"(80.2990472, 50.4658571)","(80.2980982, 50.465616)"
,265.689,"(80.2985915, 50.4634626)","(80.3022372, 50.4640313)"
,247.93599999999998,"(80.2985915, 50.4634626)","(80.2978021, 50.4651133)"
,425.42199999999997,"(80.2985915, 50.4634626)","(80.2931384, 50.4620415)"
,47.964999999999996,"(80.2924034, 50.4638989)","(80.2923515, 50.4634916)"
,42.651999999999994,"(80.2434218, 50.3771049)","(80.2430946, 50.3768141)"
,189.62599999999998,"(80.2434218, 50.3771049)","(80.2451652, 50.3758631)"
пер. Болашак,56.933,"(80.2434218, 50.3771049)","(80.2427951, 50.3774199)"
,42.652,"(80.2430946, 50.3768141)","(80.2434218, 50.3771049)"
,229.155,"(80.2708227, 50.4515845)","(80.2678779, 50.4507294)"
Крайняя улица,115.161,"(80.2708227, 50.4515845)","(80.2697649, 50.4523698)"
Крайняя улица,69.11,"(80.2708227, 50.4515845)","(80.2717479, 50.4516622)"
,70.603,"(80.2678779, 50.4507294)","(80.2683726, 50.4501781)"
,229.155,"(80.2678779, 50.4507294)","(80.2708227, 50.4515845)"
,105.68599999999998,"(80.2678779, 50.4507294)","(80.2666555, 50.4508995)"
,70.603,"(80.2683726, 50.4501781)","(80.2678779, 50.4507294)"
,282.11,"(80.2736469, 50.4453512)","(80.272518, 50.4433849)"
,83.793,"(80.2736469, 50.4453512)","(80.272772, 50.445827)"
,169.49099999999999,"(80.2736469, 50.4453512)","(80.2717669, 50.4444128)"
,72.167,"(80.2670903, 50.4514865)","(80.2666555, 50.4508995)"
,213.98,"(80.2670903, 50.4514865)","(80.2697649, 50.4523698)"
,267.361,"(80.2670903, 50.4514865)","(80.2681786, 50.4537323)"
Крайняя улица,181.834,"(80.2697649, 50.4523698)","(80.2681955, 50.4536334)"
Крайняя улица,115.161,"(80.2697649, 50.4523698)","(80.2708227, 50.4515845)"
,213.98,"(80.2697649, 50.4523698)","(80.2670903, 50.4514865)"
,233.382,"(80.2881419, 50.4543648)","(80.2896211, 50.4530531)"
,13.602,"(80.2896211, 50.4530531)","(80.2898009, 50.45301)"
А-11,141.117,"(80.2896211, 50.4530531)","(80.2890762, 50.4518371)"
,233.382,"(80.2896211, 50.4530531)","(80.2881419, 50.4543648)"
улица Туктабаева,18.781,"(80.2930848, 50.4655168)","(80.2933495, 50.4655285)"
улица Туктабаева,98.019,"(80.2930848, 50.4655168)","(80.2917055, 50.4654382)"
,148.435,"(80.2930848, 50.4655168)","(80.2927447, 50.4642108)"
,148.435,"(80.2927447, 50.4642108)","(80.2930848, 50.4655168)"
,99.51,"(80.2913713, 50.4645774)","(80.2917055, 50.4654382)"
улица Туктабаева,18.781,"(80.2933495, 50.4655285)","(80.2930848, 50.4655168)"
улица Туктабаева,250.535,"(80.2933495, 50.4655285)","(80.2968516, 50.4658541)"
,198.02200000000002,"(80.2933495, 50.4655285)","(80.2936802, 50.4639229)"
,48.309,"(80.2923515, 50.4634916)","(80.2918309, 50.463211)"
,139.185,"(80.2923515, 50.4634916)","(80.2936802, 50.4639229)"
,47.964999999999996,"(80.2923515, 50.4634916)","(80.2924034, 50.4638989)"
Фабричный переулок,147.731,"(80.3406079, 50.4280207)","(80.3424738, 50.4274658)"
Фабричный переулок,607.712,"(80.3406079, 50.4280207)","(80.3332985, 50.4259661)"
,112.542,"(80.3406079, 50.4280207)","(80.3415795, 50.4274916)"
Фабричный переулок,6.278,"(80.3424738, 50.4274658)","(80.3425217, 50.4274183)"
Фабричный переулок,147.731,"(80.3424738, 50.4274658)","(80.3406079, 50.4280207)"
,72.465,"(80.3424738, 50.4274658)","(80.3415255, 50.4273493)"
,46.864,"(80.2936802, 50.4639229)","(80.2943176, 50.4638089)"
,139.185,"(80.2936802, 50.4639229)","(80.2923515, 50.4634916)"
,198.022,"(80.2936802, 50.4639229)","(80.2933495, 50.4655285)"
,46.864,"(80.2943176, 50.4638089)","(80.2936802, 50.4639229)"
,88.433,"(80.2627558, 50.4525916)","(80.2630273, 50.4518823)"
,11.268,"(80.2630069, 50.4517818)","(80.2630273, 50.4518823)"
,126.322,"(80.2630069, 50.4517818)","(80.2613146, 50.4520591)"
,109.056,"(80.2630069, 50.4517818)","(80.263666, 50.4509999)"
улица Байшешек,277.07599999999996,"(80.2664718, 50.4542486)","(80.2658646, 50.4519178)"
,423.62,"(80.2835307, 50.4525784)","(80.285237, 50.4523628)"
,160.333,"(80.2666555, 50.4508995)","(80.2656924, 50.4495945)"
,72.167,"(80.2666555, 50.4508995)","(80.2670903, 50.4514865)"
,105.686,"(80.2666555, 50.4508995)","(80.2678779, 50.4507294)"
,83.818,"(80.2656924, 50.4495945)","(80.2666503, 50.4491516)"
,37.089,"(80.2656924, 50.4495945)","(80.2652419, 50.4497647)"
,160.333,"(80.2656924, 50.4495945)","(80.2666555, 50.4508995)"
,74.315,"(80.261016, 50.4530495)","(80.2609645, 50.4524277)"
,254.025,"(80.261016, 50.4530495)","(80.2576991, 50.452184)"
Сеченова,144.019,"(80.261016, 50.4530495)","(80.2628193, 50.4536482)"
,29.647,"(80.2609757, 50.4522157)","(80.2613146, 50.4520591)"
,23.587,"(80.2609757, 50.4522157)","(80.2609645, 50.4524277)"
,94.466,"(80.2609757, 50.4522157)","(80.2621061, 50.4526473)"
,29.647,"(80.2613146, 50.4520591)","(80.2609757, 50.4522157)"
,62.102000000000004,"(80.2613146, 50.4520591)","(80.2610575, 50.4515419)"
,126.322,"(80.2613146, 50.4520591)","(80.2630069, 50.4517818)"
,21.812,"(80.2610575, 50.4515419)","(80.2611549, 50.4513558)"
,36.636,"(80.2610575, 50.4515419)","(80.2606589, 50.451752)"
,62.10199999999999,"(80.2610575, 50.4515419)","(80.2613146, 50.4520591)"
,21.812,"(80.2611549, 50.4513558)","(80.2610575, 50.4515419)"
,201.841,"(80.2611549, 50.4513558)","(80.2636027, 50.4504286)"
,88.551,"(80.2611549, 50.4513558)","(80.2599488, 50.4514304)"
,11.062,"(80.2681786, 50.4537323)","(80.2681955, 50.4536334)"
,267.361,"(80.2681786, 50.4537323)","(80.2670903, 50.4514865)"
,151.493,"(80.2681786, 50.4537323)","(80.267433, 50.4549834)"
,11.268,"(80.2630273, 50.4518823)","(80.2630069, 50.4517818)"
,10.259,"(80.2630273, 50.4518823)","(80.2631649, 50.4518534)"
,88.43299999999999,"(80.2630273, 50.4518823)","(80.2627558, 50.4525916)"
,118.747,"(80.263666, 50.4509999)","(80.2650724, 50.4504181)"
,109.056,"(80.263666, 50.4509999)","(80.2630069, 50.4517818)"
,66.136,"(80.263666, 50.4509999)","(80.2636027, 50.4504286)"
улица Байшешек,52.088,"(80.2650724, 50.4504181)","(80.2654169, 50.450832)"
,118.747,"(80.2650724, 50.4504181)","(80.263666, 50.4509999)"
улица Байшешек,73.652,"(80.2650724, 50.4504181)","(80.2652419, 50.4497647)"
,56.458,"(80.2637537, 50.4521958)","(80.2631649, 50.4518534)"
,74.711,"(80.2637537, 50.4521958)","(80.2647944, 50.4522707)"
,46.468999999999994,"(80.2637537, 50.4521958)","(80.2641036, 50.4525348)"
,217.218,"(80.2791384, 50.4661308)","(80.2812561, 50.4654897)"
,49.931,"(80.2437562, 50.3784892)","(80.2441802, 50.3781307)"
,108.42699999999999,"(80.2437562, 50.3784892)","(80.2427087, 50.3791709)"
,166.98499999999999,"(80.2437562, 50.3784892)","(80.2419642, 50.3779767)"
Сорокина,118.654,"(80.2441802, 50.3781307)","(80.2454838, 50.3787997)"
Сорокина,4.367,"(80.2441802, 50.3781307)","(80.2441322, 50.3781061)"
,49.931,"(80.2441802, 50.3781307)","(80.2437562, 50.3784892)"
Горный заезд,210.507,"(80.2798713, 50.4647266)","(80.2784869, 50.4630896)"
,189.62599999999998,"(80.2451652, 50.3758631)","(80.2434218, 50.3771049)"
,53.223,"(80.3332985, 50.4259661)","(80.332548, 50.4259534)"
Фабричный переулок,607.712,"(80.3332985, 50.4259661)","(80.3406079, 50.4280207)"
Дружбы,384.805,"(80.3332985, 50.4259661)","(80.3331904, 50.4228485)"
Центральная улица,144.393,"(80.332548, 50.4259534)","(80.3305103, 50.4259358)"
,64.376,"(80.332548, 50.4259534)","(80.3325263, 50.426532)"
,88.83699999999999,"(80.332548, 50.4259534)","(80.3317845, 50.4253213)"
,53.223,"(80.332548, 50.4259534)","(80.3332985, 50.4259661)"
Заливная улица,192.61100000000002,"(80.2766644, 50.4615588)","(80.2791094, 50.4608877)"
Заливная улица,142.865,"(80.2766644, 50.4615588)","(80.2758025, 50.4606252)"
Горный заезд,222.481,"(80.2766644, 50.4615588)","(80.2784869, 50.4630896)"
,104.46,"(80.3152478, 50.4266967)","(80.3157295, 50.4275846)"
,70.74199999999999,"(80.3152478, 50.4266967)","(80.314787, 50.4261323)"
,291.36800000000005,"(80.3152478, 50.4266967)","(80.3192856, 50.4271945)"
,291.36800000000005,"(80.3192856, 50.4271945)","(80.3152478, 50.4266967)"
Ермек,257.189,"(80.2083357, 50.3699375)","(80.2059874, 50.3717)"
Бокейханова,96.564,"(80.2083357, 50.3699375)","(80.2072832, 50.3693866)"
Бокейханова,99.932,"(80.2083357, 50.3699375)","(80.2094025, 50.3705246)"
Ермек,316.705,"(80.2083357, 50.3699375)","(80.2112728, 50.3677931)"
,16.279,"(80.3415795, 50.4274916)","(80.3415255, 50.4273493)"
,16.325,"(80.3415795, 50.4274916)","(80.3415255, 50.4273493)"
,112.542,"(80.3415795, 50.4274916)","(80.3406079, 50.4280207)"
,151.689,"(80.3399948, 50.4273983)","(80.3415255, 50.4273493)"
,165.907,"(80.2841327, 50.4214883)","(80.2844007, 50.420377)"
,135.261,"(80.2844007, 50.420377)","(80.283203, 50.4213243)"
,63.482,"(80.2844007, 50.420377)","(80.2849797, 50.4199427)"
,165.907,"(80.2844007, 50.420377)","(80.2841327, 50.4214883)"
,135.261,"(80.283203, 50.4213243)","(80.2844007, 50.420377)"
Закарии Белибаева,109.679,"(80.283203, 50.4213243)","(80.2840278, 50.422159)"
Закарии Белибаева,18.447000000000003,"(80.283203, 50.4213243)","(80.2830405, 50.421195)"
,162.31099999999998,"(80.283203, 50.4213243)","(80.2818015, 50.4222736)"
Закарии Белибаева,86.595,"(80.2840278, 50.422159)","(80.2846393, 50.4228333)"
Закарии Белибаева,109.679,"(80.2840278, 50.422159)","(80.283203, 50.4213243)"
,169.939,"(80.2840278, 50.422159)","(80.2857997, 50.4216808)"
,169.93900000000002,"(80.2857997, 50.4216808)","(80.2840278, 50.422159)"
,101.096,"(80.2044231, 50.3741904)","(80.2033485, 50.373593)"
Жидебай,165.525,"(80.2044231, 50.3741904)","(80.2028973, 50.3753169)"
,103.24,"(80.2044231, 50.3741904)","(80.205483, 50.3748254)"
Жидебай,295.828,"(80.2044231, 50.3741904)","(80.2071595, 50.3721824)"
Жидебай,243.488,"(80.2071595, 50.3721824)","(80.2094025, 50.3705246)"
,99.624,"(80.2071595, 50.3721824)","(80.2082299, 50.3727626)"
Жидебай,295.828,"(80.2071595, 50.3721824)","(80.2044231, 50.3741904)"
,99.13900000000001,"(80.2071595, 50.3721824)","(80.2059874, 50.3717)"
Жидебай,243.488,"(80.2094025, 50.3705246)","(80.2071595, 50.3721824)"
Бокейханова,99.932,"(80.2094025, 50.3705246)","(80.2083357, 50.3699375)"
Бокейханова,100.361,"(80.2094025, 50.3705246)","(80.2104866, 50.3711047)"
Жидебай,321.435,"(80.2094025, 50.3705246)","(80.2123565, 50.3683324)"
Бокейханова,96.564,"(80.2072832, 50.3693866)","(80.2083357, 50.3699375)"
,102.73,"(80.2072832, 50.3693866)","(80.2062145, 50.368763)"
Шоптыгак,313.254,"(80.2072832, 50.3693866)","(80.2101542, 50.3672476)"
Шоптыгак,241.668,"(80.2072832, 50.3693866)","(80.2050286, 50.3710156)"
Ермек,257.189,"(80.2059874, 50.3717)","(80.2083357, 50.3699375)"
,103.542,"(80.2059874, 50.3717)","(80.2046934, 50.3712688)"
,99.139,"(80.2059874, 50.3717)","(80.2071595, 50.3721824)"
Ермек,281.68,"(80.2059874, 50.3717)","(80.2033485, 50.373593)"
Достык,244.131,"(80.2082299, 50.3727626)","(80.2104866, 50.3711047)"
,98.051,"(80.2082299, 50.3727626)","(80.2092808, 50.3733356)"
,99.624,"(80.2082299, 50.3727626)","(80.2071595, 50.3721824)"
Достык,300.939,"(80.2082299, 50.3727626)","(80.205483, 50.3748254)"
,101.096,"(80.2033485, 50.373593)","(80.2044231, 50.3741904)"
Ермек,156.687,"(80.2033485, 50.373593)","(80.2018684, 50.3746392)"
Ермек,281.68,"(80.2033485, 50.373593)","(80.2059874, 50.3717)"
,111.024,"(80.2033485, 50.373593)","(80.2026788, 50.3727677)"
Шоптыгак,97.488,"(80.2112728, 50.3677931)","(80.2123565, 50.3683324)"
Шоптыгак,69.898,"(80.2112728, 50.3677931)","(80.2104899, 50.3674113)"
,33.659,"(80.2112728, 50.3677931)","(80.2115686, 50.3675564)"
Ермек,316.705,"(80.2112728, 50.3677931)","(80.2083357, 50.3699375)"
Достык,163.9,"(80.2135674, 50.3687514)","(80.212105, 50.3698927)"
Шоптыгак,102.19300000000001,"(80.2135674, 50.3687514)","(80.2148942, 50.3691088)"
Шоптыгак,97.792,"(80.2135674, 50.3687514)","(80.2123565, 50.3683324)"
Шоптыгак,29.971,"(80.2101542, 50.3672476)","(80.2104899, 50.3674113)"
,109.833,"(80.2101542, 50.3672476)","(80.208895, 50.3666727)"
Шоптыгак,313.254,"(80.2101542, 50.3672476)","(80.2072832, 50.3693866)"
Шоптыгак,97.488,"(80.2123565, 50.3683324)","(80.2112728, 50.3677931)"
Жидебай,321.435,"(80.2123565, 50.3683324)","(80.2094025, 50.3705246)"
Шоптыгак,97.792,"(80.2123565, 50.3683324)","(80.2135674, 50.3687514)"
,245.641,"(80.2275842, 50.3678211)","(80.2296594, 50.3660525)"
,15.159,"(80.2275842, 50.3678211)","(80.2274124, 50.36774)"
,83.896,"(80.2275842, 50.3678211)","(80.2285594, 50.3682481)"
,11.998,"(80.2387565, 50.3625625)","(80.2386108, 50.3626173)"
Аэропортовская,158.583,"(80.2387565, 50.3625625)","(80.2402273, 50.3633549)"
,713.347,"(80.2387565, 50.3625625)","(80.2382934, 50.3567801)"
,215.81799999999998,"(80.2361885, 50.3641828)","(80.2371239, 50.3625614)"
,258.08299999999997,"(80.2361885, 50.3641828)","(80.2386108, 50.3626173)"
,163.483,"(80.2361885, 50.3641828)","(80.2346171, 50.3652394)"
,24.281,"(80.234473, 50.3653426)","(80.2344928, 50.3655606)"
,15.367,"(80.234473, 50.3653426)","(80.2346171, 50.3652394)"
,11.467,"(80.234473, 50.3653426)","(80.2343667, 50.3654203)"
,95.755,"(80.2346171, 50.3652394)","(80.2355882, 50.3658376)"
,15.367,"(80.2346171, 50.3652394)","(80.234473, 50.3653426)"
,163.483,"(80.2346171, 50.3652394)","(80.2361885, 50.3641828)"
,355.43599999999986,"(80.2385618, 50.3635184)","(80.2355882, 50.3658376)"
,74.57499999999999,"(80.2360736, 50.3625771)","(80.2371239, 50.3625614)"
,343.613,"(80.2360736, 50.3625771)","(80.2320903, 50.3641367)"
,354.01599999999996,"(80.2360736, 50.3625771)","(80.2328107, 50.3649218)"
,89.554,"(80.2286765, 50.365547)","(80.2296594, 50.3660525)"
,254.626,"(80.2286765, 50.365547)","(80.2262648, 50.3672432)"
,98.156,"(80.2286765, 50.365547)","(80.2276625, 50.3649463)"
,338.427,"(80.2286765, 50.365547)","(80.2320903, 50.3641367)"
,245.641,"(80.2296594, 50.3660525)","(80.2275842, 50.3678211)"
,89.554,"(80.2296594, 50.3660525)","(80.2286765, 50.365547)"
,21.201,"(80.2296594, 50.3660525)","(80.2299384, 50.3659841)"
,21.201,"(80.2299384, 50.3659841)","(80.2296594, 50.3660525)"
,213.758,"(80.2299384, 50.3659841)","(80.2320537, 50.3646933)"
,49.586,"(80.2299384, 50.3659841)","(80.2305772, 50.3661083)"
,209.04999999999998,"(80.2305772, 50.3661083)","(80.2302789, 50.3674524)"
,151.106,"(80.2305772, 50.3661083)","(80.2320007, 50.3650973)"
,49.586,"(80.2305772, 50.3661083)","(80.2299384, 50.3659841)"
,151.106,"(80.2320007, 50.3650973)","(80.2305772, 50.3661083)"
Бейбитшилик(Полковничий остров),112.051,"(80.2643663, 50.3868265)","(80.263457, 50.3860023)"
Бейбитшилик(Полковничий остров),275.696,"(80.2643663, 50.3868265)","(80.266648, 50.3848533)"
Бейбитшилик(Полковничий остров),238.063,"(80.2643663, 50.3868265)","(80.2614001, 50.3878233)"
Бейбитшилик(Полковничий остров),112.051,"(80.263457, 50.3860023)","(80.2643663, 50.3868265)"
Бейбитшилик(Полковничий остров),333.256,"(80.263457, 50.3860023)","(80.2641481, 50.3833983)"
,33.224000000000004,"(80.263457, 50.3860023)","(80.2631416, 50.3857817)"
,87.87,"(80.2646361, 50.4473248)","(80.2648409, 50.4465454)"
улица Байшешек,167.551,"(80.2642888, 50.4483855)","(80.2652419, 50.4497647)"
улица Байшешек,500.028,"(80.2642888, 50.4483855)","(80.264929, 50.4462694)"
,128.847,"(80.2642888, 50.4483855)","(80.2648761, 50.4475858)"
,484.05300000000005,"(80.3219944, 50.3800527)","(80.3206694, 50.3758654)"
,70.365,"(80.3219944, 50.3800527)","(80.32113, 50.3803634)"
,239.764,"(80.3219944, 50.3800527)","(80.3247206, 50.3787799)"
,128.71699999999998,"(80.3206694, 50.3758654)","(80.3207552, 50.3749331)"
,484.053,"(80.3206694, 50.3758654)","(80.3219944, 50.3800527)"
,229.61399999999998,"(80.3206694, 50.3758654)","(80.3227294, 50.3744489)"
,89.926,"(80.3227294, 50.3744489)","(80.3222379, 50.3738285)"
,229.614,"(80.3227294, 50.3744489)","(80.3206694, 50.3758654)"
,94.541,"(80.3227294, 50.3744489)","(80.3232615, 50.3751656)"
,414.998,"(80.3232615, 50.3751656)","(80.3247206, 50.3787799)"
,172.07500000000002,"(80.3232615, 50.3751656)","(80.3254944, 50.3746249)"
,94.54100000000001,"(80.3232615, 50.3751656)","(80.3227294, 50.3744489)"
,98.655,"(80.3254944, 50.3746249)","(80.3253819, 50.3738057)"
,172.075,"(80.3254944, 50.3746249)","(80.3232615, 50.3751656)"
,93.752,"(80.3254944, 50.3746249)","(80.3267267, 50.37432)"
,60.657,"(80.3253819, 50.3738057)","(80.3261872, 50.3736219)"
,98.65499999999999,"(80.3253819, 50.3738057)","(80.3254944, 50.3746249)"
,143.597,"(80.3253819, 50.3738057)","(80.323481, 50.3742506)"
,123.254,"(80.3267267, 50.37432)","(80.3283383, 50.373905)"
,89.731,"(80.3267267, 50.37432)","(80.3261872, 50.3736219)"
,93.752,"(80.3267267, 50.37432)","(80.3254944, 50.3746249)"
,60.657,"(80.3261872, 50.3736219)","(80.3253819, 50.3738057)"
,89.731,"(80.3261872, 50.3736219)","(80.3267267, 50.37432)"
,131.534,"(80.3261872, 50.3736219)","(80.3279466, 50.3732487)"
,123.254,"(80.3283383, 50.373905)","(80.3267267, 50.37432)"
,24.789,"(80.3283383, 50.373905)","(80.3286661, 50.3738276)"
,25.667,"(80.3283383, 50.373905)","(80.3284623, 50.3737137)"
,69.51499999999999,"(80.3284623, 50.3737137)","(80.3279466, 50.3732487)"
,25.667,"(80.3284623, 50.3737137)","(80.3283383, 50.373905)"
,20.447,"(80.3284623, 50.3737137)","(80.3286661, 50.3738276)"
,36.935,"(80.3279466, 50.3732487)","(80.3284384, 50.3731394)"
,69.515,"(80.3279466, 50.3732487)","(80.3284623, 50.3737137)"
,131.534,"(80.3279466, 50.3732487)","(80.3261872, 50.3736219)"
,88.098,"(80.3319911, 50.3733084)","(80.332072, 50.374099)"
,91.179,"(80.3319911, 50.3733084)","(80.3319111, 50.37249)"
,97.148,"(80.3319911, 50.3733084)","(80.3328962, 50.3726526)"
,253.681,"(80.3319911, 50.3733084)","(80.3286661, 50.3738276)"
,24.789,"(80.3286661, 50.3738276)","(80.3283383, 50.373905)"
,253.68099999999998,"(80.3286661, 50.3738276)","(80.3319911, 50.3733084)"
,20.447,"(80.3286661, 50.3738276)","(80.3284623, 50.3737137)"
,91.179,"(80.3319111, 50.37249)","(80.3319911, 50.3733084)"
,16.063,"(80.3319111, 50.37249)","(80.3316928, 50.3724515)"
,145.414,"(80.3319111, 50.37249)","(80.3316545, 50.3712104)"
,143.597,"(80.323481, 50.3742506)","(80.3253819, 50.3738057)"
,16.063,"(80.3316928, 50.3724515)","(80.3319111, 50.37249)"
,243.17000000000002,"(80.3316928, 50.3724515)","(80.3284384, 50.3731394)"
,320.73,"(80.3316928, 50.3724515)","(80.327924, 50.3725844)"
,71.689,"(80.327924, 50.3725844)","(80.3284384, 50.3731394)"
,132.30499999999998,"(80.327924, 50.3725844)","(80.3261755, 50.3729891)"
,320.73,"(80.327924, 50.3725844)","(80.3316928, 50.3724515)"
