Название улицы,Длина,Начальные координаты,Конечные координаты
Әйтиев,11.58,"(71.3733387, 42.8979861)","(71.3733349, 42.897882)"
Қазыбек Би,119.827,"(71.3733387, 42.8979861)","(71.3748081, 42.8980369)"
Қазыбек Би,20.483,"(71.3733387, 42.8979861)","(71.3730876, 42.8979763)"
Әйтиев,13.94,"(71.3785277, 42.8841233)","(71.3784053, 42.8842109)"
Әйтиев,88.889,"(71.3785277, 42.8841233)","(71.3792822, 42.8835459)"
Фазлаев,225.822,"(71.3785277, 42.8841233)","(71.3804898, 42.8855577)"
Әйтиев,87.905,"(71.3844735, 42.8798144)","(71.3836099, 42.8802882)"
Әйтиев,160.361,"(71.3844735, 42.8798144)","(71.3860128, 42.8789158)"
Сағындықов,73.128,"(71.3844735, 42.8798144)","(71.3839328, 42.8792895)"
Ниетқалиев,282.506,"(71.3501196, 42.9095311)","(71.3471964, 42.9108989)"
Ниетқалиев,88.849,"(71.3501196, 42.9095311)","(71.3510178, 42.9090776)"
Қадырғали Жалайыри,37.784,"(71.3501196, 42.9095311)","(71.3502956, 42.9098455)"
Қадырғали Жалайыри,78.001,"(71.3501196, 42.9095311)","(71.3497254, 42.9088918)"
Рахимов көшесі,90.104,"(71.3469372, 42.906619)","(71.3480221, 42.9064604)"
Рахимова 2 проезд,49.123,"(71.3469372, 42.906619)","(71.3468761, 42.9061795)"
Рахимов көшесі,52.055,"(71.3469372, 42.906619)","(71.3463195, 42.906739)"
Әйтиев,149.799,"(71.374778, 42.8886967)","(71.3742746, 42.8899924)"
Дурумбетова,106.512,"(71.374778, 42.8886967)","(71.3759534, 42.8891161)"
Дурумбетова,414.74,"(71.374778, 42.8886967)","(71.3701882, 42.8870834)"
Әйтиев,114.535,"(71.374778, 42.8886967)","(71.375186, 42.887711)"
Жамбыл даңғылы,74.563,"(71.3602285, 42.8974163)","(71.3601623, 42.8980851)"
Жамбыл даңғылы,63.024,"(71.3602285, 42.8974163)","(71.3602845, 42.896851)"
Қазыбек Би,78.593,"(71.3602285, 42.8974163)","(71.3611913, 42.897462)"
Казыбек би,16.472,"(71.3602285, 42.8974163)","(71.3600266, 42.897408)"
Дүйсенбаев,119.977,"(71.3706113, 42.8823258)","(71.3717711, 42.8829906)"
Қойгелді,248.524,"(71.3706113, 42.8823258)","(71.3687217, 42.8840803)"
Қойгелді,110.374,"(71.3706113, 42.8823258)","(71.3714536, 42.8815484)"
Дүйсенбаев,60.213,"(71.3706113, 42.8823258)","(71.370045, 42.8819779)"
Байзақ Батыр,38.156,"(71.3787404, 42.8722754)","(71.3783938, 42.8720447)"
Байзақ Батыр,130.374,"(71.3787404, 42.8722754)","(71.3798879, 42.8730924)"
Қойгелді,14.974,"(71.3787404, 42.8722754)","(71.3786504, 42.8723928)"
Көшеней,75.443,"(71.3956244, 42.9044155)","(71.3954638, 42.9037473)"
Байтасов,50.861000000000004,"(71.3956244, 42.9044155)","(71.3950082, 42.9044871)"
Көшеней,506.336,"(71.3956244, 42.9044155)","(71.3973033, 42.9087856)"
Қазыбек Би,39.579,"(71.3680592, 42.8977755)","(71.3675745, 42.8977507)"
Желтоксан,20.607,"(71.3680592, 42.8977755)","(71.3682262, 42.8979147)"
Желтоқсан,19.109,"(71.3680592, 42.8977755)","(71.3680762, 42.8976041)"
Қазыбек Би,410.272,"(71.3680592, 42.8977755)","(71.3730876, 42.8979763)"
Қонаев,94.694,"(71.3654656, 42.8919571)","(71.3643109, 42.8918594)"
Қонаев,151.244,"(71.3654656, 42.8919571)","(71.3673049, 42.892142)"
Қойгелді,91.617,"(71.3654656, 42.8919571)","(71.3653993, 42.8927796)"
Қойгелді,155.075,"(71.3654656, 42.8919571)","(71.3659211, 42.890603)"
Громовой,186.136,"(71.3833834, 42.8909211)","(71.3845117, 42.8894655)"
Ташкент,83.049,"(71.3833834, 42.8909211)","(71.3843017, 42.8912454)"
Ташкент,56.3,"(71.3833834, 42.8909211)","(71.38276, 42.8907027)"
Громовой,269.933,"(71.3855627, 42.8881211)","(71.3881925, 42.8866547)"
Громовой,172.572,"(71.3855627, 42.8881211)","(71.3845117, 42.8894655)"
Талалихина,144.565,"(71.3855627, 42.8881211)","(71.3870426, 42.8888375)"
Маяковского,255.72799999999998,"(71.3855627, 42.8881211)","(71.3862986, 42.8865563)"
Жауғаш Батыр,112.547,"(71.4489178, 42.8996995)","(71.4479264, 42.8989945)"
Жауғаш Батыр,96.72,"(71.4489178, 42.8996995)","(71.4497833, 42.900295)"
,107.373,"(71.4489178, 42.8996995)","(71.4479997, 42.9003924)"
Байкоразова,36.894999999999996,"(71.443314, 42.8928583)","(71.4437579, 42.8927948)"
Байкоразова,225.271,"(71.443314, 42.8928583)","(71.4405563, 42.8927922)"
Строительный 2 переулок,193.011,"(71.443314, 42.8928583)","(71.4423044, 42.8943773)"
Строительный 2 переулок,94.877,"(71.443314, 42.8928583)","(71.4429583, 42.8920479)"
Жауғаш Батыр,21.308,"(71.4279613, 42.8908723)","(71.4281883, 42.8909675)"
,413.498,"(71.4279613, 42.8908723)","(71.4274127, 42.8945514)"
Жауғаш Батыр,240.37099999999998,"(71.4279613, 42.8908723)","(71.4251499, 42.8902503)"
Жауғаш Батыр,10.225,"(71.4429136, 42.8954587)","(71.4428232, 42.8953949)"
Жауғаш Батыр,118.642,"(71.4429136, 42.8954587)","(71.4439569, 42.8962022)"
Театральная,102.33,"(71.4429136, 42.8954587)","(71.4426434, 42.8963551)"
Жауғаш Батыр,490.801,"(71.4337337, 42.8926874)","(71.4281883, 42.8909675)"
Жауғаш Батыр,364.659,"(71.4337337, 42.8926874)","(71.4373217, 42.8939659)"
Жаугаш Батыра 2-ая,417.216,"(71.4337337, 42.8926874)","(71.4373217, 42.8939659)"
Коперника,100.384,"(71.3777722, 42.9304168)","(71.3789684, 42.9306357)"
Коперника,100.893,"(71.3777722, 42.9304168)","(71.3765853, 42.9301559)"
Асқаров,176.823,"(71.3777722, 42.9304168)","(71.3775004, 42.9319945)"
Асқаров,181.445,"(71.3777722, 42.9304168)","(71.3780842, 42.9288011)"
Койбакова,61.201,"(71.3806481, 42.9279224)","(71.3808991, 42.9274036)"
,33.009,"(71.3806481, 42.9279224)","(71.3802466, 42.9278812)"
,126.169,"(71.3806481, 42.9279224)","(71.3811028, 42.9277678)"
Койбакова,145.797,"(71.3806481, 42.9279224)","(71.3803765, 42.9292161)"
Асқаров,125.766,"(71.3783005, 42.9276812)","(71.3780842, 42.9288011)"
Асқаров,89.939,"(71.3783005, 42.9276812)","(71.3782798, 42.9268725)"
,88.876,"(71.3783005, 42.9276812)","(71.3793815, 42.9277923)"
Асқаров,47.061,"(71.3764669, 42.9381905)","(71.3763893, 42.9386099)"
Асқаров,11.162,"(71.3764669, 42.9381905)","(71.3764829, 42.9380908)"
Аскарова,48.870000000000005,"(71.3764669, 42.9381905)","(71.3770588, 42.9382639)"
Аппасов,85.04,"(71.3380592, 42.9025524)","(71.3381032, 42.9033165)"
Аппасов,38.004,"(71.3380592, 42.9025524)","(71.338044, 42.9022108)"
,42.058,"(71.3380592, 42.9025524)","(71.3385747, 42.9025306)"
Фосфоритная,111.587,"(71.3380592, 42.9025524)","(71.3366914, 42.902609)"
Коперника,98.003,"(71.3801362, 42.9308495)","(71.3789684, 42.9306357)"
Койбакова,104.399,"(71.3801362, 42.9308495)","(71.379979, 42.9317813)"
Койбакова,8.298,"(71.3801362, 42.9308495)","(71.3801471, 42.9307753)"
Аскарова,64.334,"(71.3756875, 42.9422386)","(71.3749075, 42.942162)"
Аскарова,131.965,"(71.3756875, 42.9422386)","(71.3759129, 42.9433822)"
Аскарова,77.956,"(71.3756875, 42.9422386)","(71.3758641, 42.9415501)"
Рахимов көшесі,134.827,"(71.3386149, 42.9079169)","(71.3370018, 42.9081894)"
Рахимов көшесі,73.717,"(71.3386149, 42.9079169)","(71.3395089, 42.9078133)"
Аппасов,39.781000000000006,"(71.3386149, 42.9079169)","(71.3388384, 42.9082336)"
Аппасов,78.878,"(71.3386149, 42.9079169)","(71.3383689, 42.9072365)"
Исатай батыр,19.779,"(71.3319735, 42.9016323)","(71.3320394, 42.9018035)"
Төле Би,118.34700000000001,"(71.3319735, 42.9016323)","(71.3305741, 42.9019151)"
Жамбыл даңғылы,58.256,"(71.3616991, 42.9061649)","(71.3618628, 42.9066749)"
Жамбыл даңғылы,50.169,"(71.3616991, 42.9061649)","(71.3615709, 42.9057236)"
,143.33900000000003,"(71.3616991, 42.9061649)","(71.3601003, 42.9067019)"
Аскарова,28.02,"(71.3749075, 42.942162)","(71.374564, 42.9421456)"
Аскарова,64.334,"(71.3749075, 42.942162)","(71.3756875, 42.9422386)"
Баласағұн,275.045,"(71.3788624, 42.9206431)","(71.3761105, 42.9192088)"
Асқаров,54.413,"(71.3788624, 42.9206431)","(71.378977, 42.920161)"
Баласағұн,73.861,"(71.3788624, 42.9206431)","(71.3796971, 42.9208977)"
Асқаров,281.30699999999996,"(71.3788624, 42.9206431)","(71.3782522, 42.9231323)"
Баласағұн,110.364,"(71.3673098, 42.9147402)","(71.3661993, 42.9141713)"
Баласағұн,116.242,"(71.3673098, 42.9147402)","(71.3684825, 42.9153362)"
Көшек Батыр,76.203,"(71.3673098, 42.9147402)","(71.367949, 42.9142397)"
Көшек Батыр,147.769,"(71.3673098, 42.9147402)","(71.366078, 42.915716)"
Сүлейменов,250.666,"(71.3605371, 42.9112094)","(71.362488, 42.9094658)"
Баласағұн,74.899,"(71.3605371, 42.9112094)","(71.3613065, 42.9115784)"
Баласағұн,94.207,"(71.3605371, 42.9112094)","(71.3597447, 42.9108705)"
Сүлейменов,105.79599999999999,"(71.3605371, 42.9112094)","(71.3596882, 42.9119296)"
Қонаев,231.033,"(71.357964, 42.8912654)","(71.3607744, 42.8915435)"
Сейфуллин,40.164,"(71.357964, 42.8912654)","(71.3577139, 42.8909559)"
Жансугурова,12.946000000000002,"(71.357964, 42.8912654)","(71.3578051, 42.8912657)"
Сейфуллин,15.207,"(71.3577139, 42.8909559)","(71.3576728, 42.8908225)"
Сейфуллин,40.16400000000001,"(71.3577139, 42.8909559)","(71.357964, 42.8912654)"
Сейфуллин,63.364,"(71.3573695, 42.8903179)","(71.3568796, 42.8898753)"
,93.64099999999999,"(71.3573695, 42.8903179)","(71.3568796, 42.8898753)"
Сейфуллин,51.911,"(71.3573695, 42.8903179)","(71.3576321, 42.8907427)"
Рысқұлов,18.661,"(71.3468743, 42.8926174)","(71.3470823, 42.8925471)"
Қаратай Тұрысов,119.653,"(71.3468743, 42.8926174)","(71.3460394, 42.8917321)"
Қаратай Тұрысов,25.109,"(71.3468743, 42.8926174)","(71.3471065, 42.8927659)"
Рысқұлов,189.214,"(71.3468743, 42.8926174)","(71.3451931, 42.8937891)"
Қаратай Тұрысов,28.463,"(71.3522566, 42.9009732)","(71.3522332, 42.9007178)"
Төле би,55.293,"(71.3522566, 42.9009732)","(71.3515808, 42.9010201)"
Төле би,101.115,"(71.3522566, 42.9009732)","(71.353496, 42.9009219)"
А-2,197.911,"(71.3748318, 42.9473291)","(71.3772629, 42.9473638)"
А-2,126.132,"(71.3748318, 42.9473291)","(71.3732868, 42.9473821)"
әл Фараби,12.208,"(71.3372988, 42.8976095)","(71.3372809, 42.8975005)"
,403.828,"(71.3372988, 42.8976095)","(71.3355588, 42.8999527)"
Ниетқалиев,15.797,"(71.3400076, 42.9143321)","(71.3398328, 42.9143937)"
Ниетқалиев,279.579,"(71.3400076, 42.9143321)","(71.3428596, 42.9129325)"
,71.416,"(71.3400076, 42.9143321)","(71.3403509, 42.9149231)"
улица Шостаковича,23.964,"(71.3444119, 42.8879673)","(71.3446227, 42.8881176)"
улица Шостаковича,50.448,"(71.3444119, 42.8879673)","(71.3439503, 42.8876649)"
әл Фараби,51.584,"(71.3444119, 42.8879673)","(71.3447835, 42.8875917)"
Рысқұлов,50.055,"(71.3486137, 42.8914723)","(71.34817, 42.8917837)"
Рысқұлов,50.621,"(71.3486137, 42.8914723)","(71.3491014, 42.8911902)"
улица Шостаковича,20.578,"(71.3486137, 42.8914723)","(71.3487872, 42.8916068)"
улица Шостаковича,10.92,"(71.3486137, 42.8914723)","(71.3485352, 42.8913927)"
Сейфуллин,53.331,"(71.3492703, 42.8834436)","(71.3487921, 42.8831161)"
Сейфуллин,63.335,"(71.3492703, 42.8834436)","(71.3497804, 42.8838734)"
әл-Фараби,39.095,"(71.3492703, 42.8834436)","(71.3491255, 42.8837788)"
улица Шостаковича,41.707,"(71.3449424, 42.8883455)","(71.345276, 42.88863)"
улица Шостаковича,36.34,"(71.3449424, 42.8883455)","(71.3446227, 42.8881176)"
әл-Фараби,45.353,"(71.3449424, 42.8883455)","(71.3446494, 42.8886923)"
әл-Фараби,197.42,"(71.3485084, 42.8844592)","(71.3471504, 42.8859296)"
,63.465999999999994,"(71.3485084, 42.8844592)","(71.3478443, 42.8841609)"
Қаратай Тұрысов,49.975,"(71.3438971, 42.8895827)","(71.343406, 42.8893134)"
Қаратай Тұрысов,41.332,"(71.3438971, 42.8895827)","(71.3441959, 42.8898831)"
әл-Фараби,57.849,"(71.3438971, 42.8895827)","(71.3434982, 42.8900131)"
әл Фараби,139.501,"(71.3478443, 42.8841609)","(71.3487921, 42.8831161)"
,63.465999999999994,"(71.3478443, 42.8841609)","(71.3485084, 42.8844592)"
Сейфуллин,53.331,"(71.3487921, 42.8831161)","(71.3492703, 42.8834436)"
Сейфуллин,44.009,"(71.3487921, 42.8831161)","(71.3484023, 42.8828423)"
әл Фараби,78.594,"(71.3487921, 42.8831161)","(71.3494566, 42.8826048)"
әл Фараби,108.293,"(71.3456676, 42.8865344)","(71.346458, 42.8857514)"
,49.344,"(71.3456676, 42.8865344)","(71.3451535, 42.8862998)"
,61.586,"(71.3456676, 42.8865344)","(71.3462772, 42.8868619)"
Геке,9.818,"(71.3557803, 42.8920404)","(71.3556602, 42.8920477)"
,126.21,"(71.3557803, 42.8920404)","(71.3556057, 42.8909126)"
,53.900999999999996,"(71.3557803, 42.8920404)","(71.3562666, 42.8923438)"
,15.384,"(71.357493, 42.8912792)","(71.3576455, 42.8911976)"
Жансугурова,86.173,"(71.357493, 42.8912792)","(71.3569263, 42.8918891)"
Жансугурова,25.500999999999998,"(71.357493, 42.8912792)","(71.3578051, 42.8912657)"
Жансугурова,86.173,"(71.3569263, 42.8918891)","(71.357493, 42.8912792)"
Жансүгіров көшесі,74.541,"(71.3569263, 42.8918891)","(71.3562666, 42.8923438)"
Геке,95.216,"(71.3569263, 42.8918891)","(71.3557803, 42.8920404)"
Рысқұлов,16.113,"(71.3448721, 42.8941654)","(71.3448401, 42.8943084)"
Рысқұлов,32.231,"(71.3448721, 42.8941654)","(71.3450677, 42.893914)"
,54.333999999999996,"(71.3448721, 42.8941654)","(71.3448762, 42.8937625)"
Қойгелді,102.901,"(71.3873577, 42.9158938)","(71.3861672, 42.9155836)"
Қойгелді,16.142,"(71.3873577, 42.9158938)","(71.3875535, 42.9159164)"
Сәтбаев,103.888,"(71.3873577, 42.9158938)","(71.3869173, 42.9167687)"
Сухамбаева,409.729,"(71.3873577, 42.9158938)","(71.3907653, 42.9132963)"
Рысқұлов,162.589,"(71.3450853, 42.8977239)","(71.3448861, 42.896269)"
,85.06,"(71.3450853, 42.8977239)","(71.3440443, 42.8977839)"
,3.636,"(71.3450853, 42.8977239)","(71.3451292, 42.897718)"
Рысқұлов,48.493,"(71.3450853, 42.8977239)","(71.3451343, 42.8981585)"
Ниетқалиев,282.506,"(71.3471964, 42.9108989)","(71.3501196, 42.9095311)"
Рыспек батыр,40.387,"(71.3471964, 42.9108989)","(71.3475096, 42.9111805)"
Рыспек батыр,106.219,"(71.3471964, 42.9108989)","(71.3466772, 42.9100226)"
Ниетқалиев,66.70400000000001,"(71.3471964, 42.9108989)","(71.3464922, 42.9112038)"
,10.933,"(71.3992186, 42.9127147)","(71.399231, 42.9128126)"
,17.625,"(71.3992186, 42.9127147)","(71.3991332, 42.9128552)"
Көшеней,151.775,"(71.4018665, 42.920409)","(71.4013211, 42.9191038)"
Көшеней,165.079,"(71.4018665, 42.920409)","(71.4025309, 42.9218114)"
Сеңкібай,80.085,"(71.400282, 42.916671)","(71.4002271, 42.9173901)"
Көшеней,110.455,"(71.400282, 42.916671)","(71.4006758, 42.9176215)"
Көшеней,75.569,"(71.400282, 42.916671)","(71.4001049, 42.9160054)"
Рыспек батыр,22.968,"(71.3444729, 42.9013665)","(71.3444838, 42.9015729)"
Төле би,81.24,"(71.3444729, 42.9013665)","(71.3454677, 42.901314)"
Төле Би,12.759,"(71.3444729, 42.9013665)","(71.3443172, 42.9013791)"
,30.95,"(71.3444729, 42.9013665)","(71.3444937, 42.9010899)"
Қойгелді,102.901,"(71.3861672, 42.9155836)","(71.3873577, 42.9158938)"
Қойгелді,126.846,"(71.3861672, 42.9155836)","(71.3848442, 42.9149815)"
Сухамбаев,229.335,"(71.3861672, 42.9155836)","(71.3847538, 42.9173675)"
Сухамбаев,314.85699999999997,"(71.3861672, 42.9155836)","(71.3886162, 42.9134022)"
Рыспек батыр,102.533,"(71.3538513, 42.9163096)","(71.3530066, 42.9156258)"
Сүлейменов,303.444,"(71.3538513, 42.9163096)","(71.3512317, 42.9182504)"
Сүлейменов,102.828,"(71.3538513, 42.9163096)","(71.3547638, 42.9156704)"
Қойгелді,145.914,"(71.3807923, 42.91309)","(71.3823014, 42.9137974)"
Қойгелді,77.25,"(71.3807923, 42.91309)","(71.3799983, 42.9127099)"
Асқаров,244.97000000000003,"(71.3807923, 42.91309)","(71.3801416, 42.9152385)"
Асқаров,222.687,"(71.3807923, 42.91309)","(71.3827023, 42.9117015)"
Рысқұлов,32.205,"(71.3453988, 42.900452)","(71.3454202, 42.9007412)"
Рысқұлов,39.628,"(71.3453988, 42.900452)","(71.3453665, 42.9000964)"
,180.14700000000002,"(71.3453988, 42.900452)","(71.3475966, 42.9003288)"
Көшеней,308.206,"(71.3993422, 42.9132955)","(71.4001049, 42.9160054)"
,60.914,"(71.3993422, 42.9132955)","(71.3988838, 42.9128835)"
Рысқұлов,28.308,"(71.3454677, 42.901314)","(71.3454424, 42.9010601)"
,51.728,"(71.3454677, 42.901314)","(71.3460208, 42.9015426)"
Төле би,81.24,"(71.3454677, 42.901314)","(71.3444729, 42.9013665)"
Төле би,88.426,"(71.3454677, 42.901314)","(71.346551, 42.9012623)"
Жамбыл даңғылы,36.395,"(71.4180255, 42.9231568)","(71.4184599, 42.9230797)"
Жамбыл даңғылы,14.871,"(71.4180255, 42.9231568)","(71.4178434, 42.923167)"
,48.456,"(71.4180255, 42.9231568)","(71.4186164, 42.9232085)"
,22.164,"(71.4180255, 42.9231568)","(71.4179287, 42.9233431)"
Рахимов көшесі,61.145,"(71.3449148, 42.9069553)","(71.3441857, 42.9070864)"
Рыспек батыр,145.281,"(71.3449148, 42.9069553)","(71.3448127, 42.9056509)"
Рыспек батыр,9.574,"(71.3449148, 42.9069553)","(71.3449628, 42.9070339)"
Рахимов көшесі,116.936,"(71.3449148, 42.9069553)","(71.3463195, 42.906739)"
,29.796,"(71.3987698, 42.9128116)","(71.3988411, 42.9125734)"
,50.44,"(71.3987698, 42.9128116)","(71.3982546, 42.9125622)"
,2.336,"(71.3988411, 42.9125734)","(71.3988657, 42.9125626)"
,11.23,"(71.3991762, 42.9126197)","(71.3992186, 42.9127147)"
,39.389,"(71.3991762, 42.9126197)","(71.3996305, 42.9126965)"
,8.574,"(71.4238775, 42.9215797)","(71.4239308, 42.9216462)"
Кенесары хан даңғылы,121.03999999999999,"(71.4238775, 42.9215797)","(71.4251695, 42.9210414)"
,111.34,"(71.4238775, 42.9215797)","(71.4230302, 42.9207957)"
Қазыбек Би,86.871,"(71.3854236, 42.8952532)","(71.3844783, 42.8956148)"
Казыбек би 2 переулок,74.504,"(71.3854236, 42.8952532)","(71.384995, 42.8946613)"
Қазыбек Би,124.05300000000001,"(71.3854236, 42.8952532)","(71.3868644, 42.8949447)"
,13.045,"(71.4152968, 42.9420304)","(71.415447, 42.9419895)"
,49.513,"(71.4152968, 42.9420304)","(71.4149045, 42.9423707)"
А-2,60.498,"(71.3725967, 42.9475842)","(71.3732868, 42.9473821)"
Лермонтова,227.647,"(71.3543274, 42.8772816)","(71.3558808, 42.87558)"
Крылова(Каллаур Аким),97.326,"(71.3543274, 42.8772816)","(71.3553171, 42.8777716)"
